filename,label,triggers
QZ.TLG.00.HHZ_2024-02-11T03_02_14.807_2024-02-11T03_06_14.807.mseed,1,"[[1999, 2418], [12260, 12837], [15467, 16234]]"
QZ.TLG.00.HHZ_2024-01-29T04_20_27.274_2024-01-29T04_24_27.274.mseed,1,"[[12461, 13011], [15640, 16472]]"
QZ.TLG.00.HHZ_2024-02-15T06_27_32.548_2024-02-15T06_31_32.548.mseed,1,"[[12475, 13274], [15799, 16212], [16559, 16818]]"
QZ.TLG.00.HHZ_2024-01-26T10_15_25.745_2024-01-26T10_19_25.745.mseed,1,"[[3595, 3718], [9763, 10574], [12437, 13159], [15538, 16387]]"
QZ.TLG.00.HHZ_2024-01-25T22_36_48.217_2024-01-25T22_40_48.217.mseed,1,"[[7014, 7259], [12382, 12996], [15802, 16515]]"
QZ.TLG.00.HHZ_2024-01-26T01_53_52.239_2024-01-26T01_57_52.239.mseed,1,"[[12362, 13206], [15735, 16653]]"
QZ.TLG.00.HHZ_2024-02-03T08_35_07.216_2024-02-03T08_39_07.216.mseed,1,"[[12339, 13305], [15520, 16067]]"
QZ.TLG.00.HHZ_2024-02-23T04_07_12.868_2024-02-23T04_11_12.868.mseed,1,"[[12330, 13069], [15445, 16230]]"
QZ.TLG.00.HHZ_2024-01-26T10_35_25.226_2024-01-26T10_39_25.226.mseed,1,"[[3100, 3551], [6618, 7400], [9954, 10579], [12212, 12289], [12498, 13133], [15708, 16318]]"
QZ.TLG.00.HHZ_2024-01-29T01_50_18.577_2024-01-29T01_54_18.577.mseed,1,"[[12180, 12655], [15261, 15830], [23507, 23999]]"
QZ.TLG.00.HHZ_2024-01-29T04_03_59.771_2024-01-29T04_07_59.771.mseed,1,"[[12400, 13123], [15669, 16388]]"
QZ.TLG.00.HHZ_2024-02-26T14_19_04.665_2024-02-26T14_23_04.665.mseed,1,"[[8705, 9167], [11878, 12263], [12368, 13032], [13196, 13296], [15465, 16316]]"
QZ.TLG.00.HHZ_2024-01-26T02_24_43.752_2024-01-26T02_28_43.752.mseed,1,"[[12346, 12816], [12867, 13134], [15440, 16111]]"
QZ.TLG.00.HHZ_2024-01-27T00_35_59.943_2024-01-27T00_39_59.943.mseed,1,"[[8594, 9178], [11783, 12923], [15674, 16484]]"
QZ.TLG.00.HHZ_2024-02-03T13_43_16.678_2024-02-03T13_47_16.678.mseed,1,"[[4718, 5012], [12333, 12847], [13012, 13288], [15717, 16393], [21978, 22077]]"
QZ.TLG.00.HHZ_2024-01-26T11_39_23.252_2024-01-26T11_43_23.252.mseed,1,"[[12336, 13095], [15692, 16232], [16355, 16470]]"
QZ.TLG.00.HHZ_2024-01-26T00_16_10.107_2024-01-26T00_20_10.107.mseed,1,"[[3722, 4164], [7110, 7524], [12359, 13267], [15768, 16383]]"
QZ.TLG.00.HHZ_2024-01-30T03_43_47.009_2024-01-30T03_47_47.009.mseed,1,"[[12443, 13167], [15713, 16343]]"
QZ.TLG.00.HHZ_2024-02-12T15_51_28.726_2024-02-12T15_55_28.726.mseed,1,"[[12287, 13125], [15386, 16179]]"
QZ.TLG.00.HHZ_2024-01-24T18_43_54.186_2024-01-24T18_47_54.186.mseed,1,"[[12258, 13172], [15304, 15899]]"
QZ.TLG.00.HHZ_2024-02-15T03_51_17.718_2024-02-15T03_55_17.718.mseed,1,"[[12351, 13441], [15578, 16473]]"
QZ.TLG.00.HHZ_2024-02-06T01_48_07.412_2024-02-06T01_52_07.412.mseed,1,"[[12426, 13226], [15579, 16402]]"
QZ.TLG.00.HHZ_2024-02-26T17_44_41.446_2024-02-26T17_48_41.446.mseed,1,"[[12432, 13070], [15451, 16278]]"
QZ.TLG.00.HHZ_2024-01-27T09_01_41.904_2024-01-27T09_05_41.904.mseed,1,"[[8471, 8758], [12385, 13171], [15515, 16465]]"
QZ.TLG.00.HHZ_2024-01-28T09_50_53.378_2024-01-28T09_54_53.378.mseed,1,"[[12416, 13178], [15671, 16167], [16474, 16651]]"
QZ.TLG.00.HHZ_2024-01-30T03_51_14.154_2024-01-30T03_55_14.154.mseed,1,"[[12397, 13057], [15700, 16510], [23912, 23999]]"
QZ.TLG.00.HHZ_2024-01-24T14_59_58.719_2024-01-24T15_03_58.719.mseed,1,"[[9237, 9903], [12377, 12868], [15504, 16269]]"
QZ.TLG.00.HHZ_2024-01-30T01_43_36.136_2024-01-30T01_47_36.136.mseed,1,"[[11780, 12987], [15701, 16277]]"
QZ.TLG.00.HHZ_2024-01-24T19_32_00.401_2024-01-24T19_36_00.401.mseed,1,"[[3206, 3660], [6343, 6947], [12382, 12997], [15660, 16340]]"
QZ.TLG.00.HHZ_2024-02-03T18_01_09.216_2024-02-03T18_05_09.216.mseed,1,"[[12331, 13032], [15569, 16352]]"
QZ.TLG.00.HHZ_2024-02-23T10_31_44.691_2024-02-23T10_35_44.691.mseed,1,"[[12371, 12900], [15478, 16164]]"
QZ.TLG.00.HHZ_2024-02-23T22_57_35.550_2024-02-23T23_01_35.550.mseed,1,"[[12304, 13094], [15549, 16174]]"
QZ.TLG.00.HHZ_2024-02-07T08_54_08.126_2024-02-07T08_58_08.126.mseed,1,"[[12379, 13169], [15562, 16277]]"
QZ.TLG.00.HHZ_2024-02-25T04_13_37.400_2024-02-25T04_17_37.400.mseed,1,"[[12315, 13190], [15474, 16478]]"
QZ.TLG.00.HHZ_2024-01-25T01_42_28.151_2024-01-25T01_46_28.151.mseed,1,"[[2743, 2844], [12343, 13150], [15562, 16344]]"
QZ.TLG.00.HHZ_2024-01-24T04_57_05.594_2024-01-24T05_01_05.594.mseed,1,"[[2010, 2268], [7599, 8186], [12372, 13098], [15610, 16288]]"
QZ.TLG.00.HHZ_2024-02-26T01_27_28.427_2024-02-26T01_31_28.427.mseed,1,"[[5427, 5954], [8362, 8836], [12414, 13176], [15589, 16186]]"
QZ.TLG.00.HHZ_2024-01-25T01_12_15.386_2024-01-25T01_16_15.386.mseed,1,"[[12223, 12986], [15433, 16046], [16299, 16491]]"
QZ.TLG.00.HHZ_2024-01-24T16_18_52.022_2024-01-24T16_22_52.022.mseed,1,"[[5499, 6124], [9350, 10416], [12355, 13099], [15648, 16392]]"
QZ.TLG.00.HHZ_2024-01-24T20_03_41.827_2024-01-24T20_07_41.827.mseed,1,"[[3269, 3772], [6223, 6799], [12409, 13089], [15716, 16357]]"
QZ.TLG.00.HHZ_2024-01-26T12_04_15.366_2024-01-26T12_08_15.366.mseed,1,"[[12382, 13639], [15697, 16467]]"
QZ.TLG.00.HHZ_2024-01-24T17_47_46.144_2024-01-24T17_51_46.144.mseed,1,"[[12417, 13154], [15820, 16487]]"
QZ.TLG.00.HHZ_2024-02-03T16_33_25.400_2024-02-03T16_37_25.400.mseed,1,"[[12328, 13092], [15660, 16232]]"
QZ.TLG.00.HHZ_2024-02-26T17_54_36.610_2024-02-26T17_58_36.610.mseed,1,"[[12485, 13173], [15760, 16437]]"
QZ.TLG.00.HHZ_2024-01-29T22_26_19.994_2024-01-29T22_30_19.994.mseed,1,"[[12370, 13056], [15851, 16492]]"
QZ.TLG.00.HHZ_2024-02-11T04_55_50.206_2024-02-11T04_59_50.206.mseed,1,"[[12361, 12992], [15594, 16350]]"
QZ.TLG.00.HHZ_2024-01-26T01_13_11.969_2024-01-26T01_17_11.969.mseed,1,"[[6460, 6722], [12391, 13127], [15642, 16575]]"
QZ.TLG.00.HHZ_2024-01-24T22_20_28.350_2024-01-24T22_24_28.350.mseed,1,"[[12280, 13306], [15667, 16454]]"
QZ.TLG.00.HHZ_2024-02-04T01_17_37.006_2024-02-04T01_21_37.006.mseed,1,"[[12290, 13017], [15580, 16360]]"
QZ.TLG.00.HHZ_2024-02-28T01_16_26.382_2024-02-28T01_20_26.382.mseed,1,"[[12088, 12600], [15320, 16006]]"
QZ.TLG.00.HHZ_2024-01-24T02_15_10.798_2024-01-24T02_19_10.798.mseed,1,"[[3541, 4057], [6775, 7152], [7393, 7589], [12414, 12923], [15736, 16304]]"
QZ.TLG.00.HHZ_2024-01-23T19_38_52.620_2024-01-23T19_42_52.620.mseed,1,"[[3479, 4269], [6721, 7181], [7245, 7347], [12425, 13068], [15510, 16332]]"
QZ.TLG.00.HHZ_2024-01-23T23_53_16.846_2024-01-23T23_57_16.846.mseed,1,"[[6344, 6475], [12343, 13166], [15643, 15949], [16052, 16326]]"
QZ.TLG.00.HHZ_2024-01-23T02_10_01.255_2024-01-23T02_14_01.255.mseed,1,"[[12459, 13386], [15584, 16337]]"
QZ.TLG.00.HHZ_2023-04-11T17_06_48.139_2023-04-11T17_10_48.139.mseed,1,"[[11943, 13510], [13768, 14507]]"
QZ.TLG.00.HHZ_2024-01-22T20_47_12.541_2024-01-22T20_51_12.541.mseed,1,"[[2284, 2692], [5506, 6036], [7822, 8489], [10836, 11689], [12477, 13235], [15689, 16539]]"
QZ.TLG.00.HHZ_2024-01-23T04_19_59.982_2024-01-23T04_23_59.982.mseed,1,"[[12370, 13221], [15624, 16179]]"
QZ.TLG.00.HHZ_2024-01-22T20_55_50.597_2024-01-22T20_59_50.597.mseed,1,"[[2163, 3121], [5137, 5789], [12088, 12938], [15604, 16597]]"
QZ.TLG.00.HHZ_2024-01-22T21_24_21.300_2024-01-22T21_28_21.300.mseed,1,"[[4063, 4815], [12333, 12932], [15551, 16495], [21687, 21818]]"
QZ.TLG.00.HHZ_2024-01-24T02_37_36.494_2024-01-24T02_41_36.494.mseed,1,"[[7314, 7536], [12365, 13446]]"
QZ.TLG.00.HHZ_2024-01-24T02_52_42.490_2024-01-24T02_56_42.490.mseed,1,"[[11065, 11276], [12401, 12979], [15680, 16521], [23816, 23933]]"
QZ.TLG.00.HHZ_2024-01-22T21_19_41.472_2024-01-22T21_23_41.472.mseed,1,"[[3138, 3299], [6005, 6198], [12459, 13291], [15567, 16287]]"
QZ.TLG.00.HHZ_2024-01-22T19_15_47.933_2024-01-22T19_19_47.933.mseed,1,"[[5937, 6024], [12405, 12988], [13244, 13786], [15675, 16949], [23868, 23999]]"
QZ.TLG.00.HHZ_2024-01-22T22_39_03.918_2024-01-22T22_43_03.918.mseed,1,"[[5866, 6269], [6853, 7581], [9905, 10365], [12440, 13201], [15581, 16403]]"
QZ.TLG.00.HHZ_2023-07-29T20_57_21.167_2023-07-29T21_01_21.167.mseed,1,"[[12421, 12861], [12988, 13319], [16561, 17342], [17463, 17597]]"
QZ.TLG.00.HHZ_2023-11-07T19_44_59.973_2023-11-07T19_48_59.973.mseed,1,"[[12256, 13152], [16264, 16916], [21352, 21499]]"
QZ.TLG.00.HHZ_2024-01-22T18_41_10.192_2024-01-22T18_45_10.192.mseed,1,"[[8483, 9142], [12376, 13155], [13274, 13399], [13510, 13574], [15406, 15997]]"
QZ.TLG.00.HHZ_2024-01-22T19_58_31.251_2024-01-22T20_02_31.251.mseed,1,"[[3467, 3776], [5964, 6479], [9231, 9964], [12492, 13335], [15657, 16215]]"
QZ.TLG.00.HHZ_2024-01-22T18_15_44.769_2024-01-22T18_19_44.769.mseed,1,"[[12474, 12753], [15492, 16057]]"
QZ.TLG.00.HHZ_2024-01-23T17_24_21.984_2024-01-23T17_28_21.984.mseed,1,"[[12381, 13002], [15611, 16334], [23555, 23999]]"
QZ.TLG.00.HHZ_2023-01-27T00_09_14.600_2023-01-27T00_13_14.600.mseed,1,"[[12138, 12692], [14524, 15093]]"
QZ.TLG.00.HHZ_2024-01-24T03_55_04.976_2024-01-24T03_59_04.976.mseed,1,"[[2274, 2992], [5378, 6135], [12384, 13252], [15631, 16286]]"
QZ.TLG.00.HHZ_2024-01-22T20_28_08.774_2024-01-22T20_32_08.774.mseed,1,"[[2253, 2694], [3325, 3569], [12350, 13218], [15624, 16381], [23734, 23897]]"
QZ.TLG.00.HHZ_2024-01-22T18_26_01.298_2024-01-22T18_30_01.298.mseed,1,"[[4232, 4767], [9389, 10198], [12413, 12819], [15507, 16018], [18380, 18568]]"
QZ.TLG.00.HHZ_2023-11-15T14_16_15.575_2023-11-15T14_20_15.575.mseed,1,"[[12217, 13850], [16135, 16380], [16437, 16809]]"
QZ.TLG.00.HHZ_2024-01-22T18_12_53.242_2024-01-22T18_16_53.242.mseed,1,"[[7504, 7678], [10978, 11085], [12577, 13210], [15426, 16422]]"
QZ.TLG.00.HHZ_2024-01-23T03_59_59.254_2024-01-23T04_03_59.254.mseed,1,"[[9906, 10323], [12366, 12966], [15400, 16067]]"
QZ.TLG.00.HHZ_2024-01-23T19_10_18.330_2024-01-23T19_14_18.330.mseed,1,"[[12341, 13010], [15404, 15990]]"
QZ.TLG.00.HHZ_2023-03-31T19_51_16.036_2023-03-31T19_55_16.036.mseed,1,"[[12355, 12826], [15707, 16131], [16221, 16393]]"
QZ.TLG.00.HHZ_2023-02-26T21_40_52.226_2023-02-26T21_44_52.226.mseed,1,"[[12367, 13849], [15413, 16246]]"
QZ.TLG.00.HHZ_2024-01-22T21_15_22.428_2024-01-22T21_19_22.428.mseed,1,"[[3685, 3940], [6738, 7158], [12359, 12801], [12925, 13027], [15558, 16209]]"
QZ.TLG.00.HHZ_2024-01-23T11_05_43.059_2024-01-23T11_09_43.059.mseed,1,"[[8563, 9215], [12371, 13057], [15417, 16106]]"
QZ.TLG.00.HHZ_2023-09-30T21_28_30.785_2023-09-30T21_32_30.785.mseed,1,"[[11850, 12188]]"
QZ.TLG.00.HHZ_2024-01-22T18_07_41.372_2024-01-22T18_11_41.372.mseed,1,"[[12270, 13770], [15556, 15735], [16108, 16270], [16352, 16504], [16581, 16958]]"
QZ.TLG.00.HHZ_2023-01-13T12_29_02.827_2023-01-13T12_33_02.827.mseed,1,"[[12090, 13363], [14778, 15428], [15570, 15790]]"
QZ.TLG.00.HHZ_2024-01-23T09_05_50.052_2024-01-23T09_09_50.052.mseed,1,"[[3967, 4460], [12361, 13200], [15717, 16169], [16601, 16843]]"
QZ.TLG.00.HHZ_2024-01-22T22_55_19.108_2024-01-22T22_59_19.108.mseed,1,"[[2096, 2359], [4219, 4561], [7398, 8159], [10147, 10392], [12381, 13160], [15641, 16029]]"
QZ.TLG.00.HHZ_2024-01-23T04_12_09.836_2024-01-23T04_16_09.836.mseed,1,"[[3772, 4159], [11535, 11923], [12430, 13398], [15559, 16319]]"
QZ.TLG.00.HHZ_2024-01-22T19_35_25.781_2024-01-22T19_39_25.781.mseed,1,"[[2510, 2759], [6103, 6256], [10971, 11600], [12390, 13084], [13237, 13471], [15735, 16406]]"
QZ.TLG.00.HHZ_2023-11-07T18_50_45.488_2023-11-07T18_54_45.488.mseed,1,"[[6692, 7195], [10336, 10887], [12337, 13046], [16234, 17070]]"
QZ.TLG.00.HHZ_2024-01-22T21_41_43.707_2024-01-22T21_45_43.707.mseed,1,"[[2597, 3317], [12296, 13197], [15522, 16197], [16301, 16612]]"
QZ.TLG.00.HHZ_2024-01-23T11_30_13.370_2024-01-23T11_34_13.370.mseed,1,"[[9650, 10271], [12346, 12989], [15602, 16308]]"
QZ.TLG.00.HHZ_2024-01-23T06_39_48.500_2024-01-23T06_43_48.500.mseed,1,"[[1999, 2704], [5101, 5761], [10578, 11525], [12325, 13055], [15619, 16255]]"
QZ.TLG.00.HHZ_2024-01-23T20_36_51.714_2024-01-23T20_40_51.714.mseed,1,"[[12331, 13102], [15718, 16563]]"
QZ.TLG.00.HHZ_2024-01-23T01_17_19.332_2024-01-23T01_21_19.332.mseed,1,"[[2584, 3121], [5836, 6497], [7096, 7696], [10149, 10904], [12419, 13127], [15781, 16675]]"
QZ.TLG.00.HHZ_2024-01-22T18_35_09.311_2024-01-22T18_39_09.311.mseed,1,"[[2672, 3076], [12455, 13587], [15359, 15911]]"
QZ.TLG.00.HHZ_2024-01-23T21_49_19.898_2024-01-23T21_53_19.898.mseed,1,"[[7054, 7924], [10319, 11047], [12414, 13145], [15385, 15912]]"
QZ.TLG.00.HHZ_2024-01-23T19_18_55.542_2024-01-23T19_22_55.542.mseed,1,"[[12322, 13234], [15391, 15906]]"
QZ.TLG.00.HHZ_2024-01-22T23_02_02.826_2024-01-22T23_06_02.826.mseed,1,"[[6008, 6515], [7664, 7968], [10808, 11543], [12394, 13005], [13184, 13321], [15419, 15937], [16289, 16380]]"
QZ.TLG.00.HHZ_2024-01-24T01_33_55.330_2024-01-24T01_37_55.330.mseed,1,"[[7151, 7905], [10136, 10742], [12403, 13033], [15437, 15998]]"
QZ.TLG.00.HHZ_2024-01-22T21_37_14.271_2024-01-22T21_41_14.271.mseed,1,"[[3454, 3903], [6679, 6853], [12424, 13429], [15597, 16305]]"
QZ.TLG.00.HHZ_2024-01-23T02_57_14.400_2024-01-23T03_01_14.400.mseed,1,"[[1999, 2316], [4967, 5942], [9858, 10422], [12573, 13759], [15760, 16477]]"
QZ.TLG.00.HHZ_2024-01-23T04_29_39.973_2024-01-23T04_33_39.973.mseed,1,"[[6393, 6553], [9808, 9995], [12361, 13021], [15644, 16122], [16229, 16333]]"
QZ.TLG.00.HHZ_2024-01-23T10_04_35.787_2024-01-23T10_08_35.787.mseed,1,"[[12391, 12963], [15653, 16330]]"
QZ.TLG.00.HHZ_2024-01-23T22_22_04.499_2024-01-23T22_26_04.499.mseed,1,"[[2577, 3216], [11475, 11978], [12295, 13021], [15488, 16215]]"
QZ.TLG.00.HHZ_2023-02-26T23_56_43.588_2023-02-27T00_00_43.588.mseed,1,"[[12382, 13534], [15571, 16084], [16281, 16860]]"
QZ.TLG.00.HHZ_2024-01-22T18_31_19.481_2024-01-22T18_35_19.481.mseed,1,"[[4766, 5092], [12404, 13086], [15573, 16329]]"
QZ.TLG.00.HHZ_2024-01-23T04_24_26.934_2024-01-23T04_28_26.934.mseed,1,"[[3490, 4081], [6706, 7361], [12338, 12925], [15590, 16614]]"
QZ.TLG.00.HHZ_2024-01-22T22_07_36.908_2024-01-22T22_11_36.908.mseed,1,"[[4078, 4570], [4807, 5367], [8028, 8624], [12400, 13542], [15372, 15931]]"
QZ.TLG.00.HHZ_2024-01-23T23_26_23.254_2024-01-23T23_30_23.254.mseed,1,"[[12347, 13231], [15512, 16310], [22292, 22390]]"
QZ.TLG.00.HHZ_2024-01-22T19_39_14.193_2024-01-22T19_43_14.193.mseed,1,"[[4613, 4794], [12451, 13298], [15613, 16103], [17712, 17980]]"
QZ.TLG.00.HHZ_2024-01-22T23_43_06.381_2024-01-22T23_47_06.381.mseed,1,"[[2356, 2641], [2734, 2949], [6453, 7070], [9188, 9341], [9668, 10444], [12389, 13324], [15553, 16335], [23296, 23852]]"
QZ.TLG.00.HHZ_2024-01-23T14_07_31.793_2024-01-23T14_11_31.793.mseed,1,"[[4733, 5296], [7853, 8502], [9720, 9962], [12364, 12948], [15626, 16439]]"
QZ.TLG.00.HHZ_2023-11-07T19_33_03.851_2023-11-07T19_37_03.851.mseed,1,"[[12241, 13122], [16221, 16817]]"
QZ.TLG.00.HHZ_2023-05-16T21_55_04.192_2023-05-16T21_59_04.192.mseed,1,"[[12251, 13359], [15931, 16898]]"
QZ.TLG.00.HHZ_2023-11-07T18_08_33.154_2023-11-07T18_12_33.154.mseed,1,"[[12361, 13161], [16292, 17114]]"
QZ.TLG.00.HHZ_2024-01-22T23_18_04.517_2024-01-22T23_22_04.517.mseed,1,"[[5358, 5613], [7568, 8153], [8534, 9073], [12340, 13320], [15532, 16151]]"
QZ.TLG.00.HHZ_2023-05-31T07_11_35.404_2023-05-31T07_15_35.404.mseed,1,"[[6058, 6148], [12186, 13487], [16437, 17162]]"
QZ.TLG.00.HHZ_2024-01-23T12_08_07.804_2024-01-23T12_12_07.804.mseed,1,"[[12294, 12885], [15409, 15865]]"
QZ.TLG.00.HHZ_2024-01-23T01_57_10.609_2024-01-23T02_01_10.609.mseed,1,"[[12514, 13154], [15770, 16441], [23940, 23999]]"
QZ.TLG.00.HHZ_2024-01-22T20_07_25.165_2024-01-22T20_11_25.165.mseed,1,"[[3901, 4812], [6888, 7454], [12483, 13158], [15606, 16386], [23289, 23953]]"
QZ.TLG.00.HHZ_2024-01-22T21_11_20.494_2024-01-22T21_15_20.494.mseed,1,"[[2964, 3966], [11105, 11586], [12170, 12252], [12463, 12869], [15631, 16238]]"
QZ.TLG.00.HHZ_2024-01-22T21_47_52.766_2024-01-22T21_51_52.766.mseed,1,"[[12423, 13018], [15701, 16423], [21383, 22026]]"
QZ.TLG.00.HHZ_2024-01-22T22_18_42.287_2024-01-22T22_22_42.287.mseed,1,"[[2108, 3003], [7746, 8146], [8474, 8828], [9254, 9611], [12261, 12898], [15494, 16034], [16331, 16415]]"
QZ.TLG.00.HHZ_2024-01-23T00_21_05.730_2024-01-23T00_25_05.730.mseed,1,"[[2751, 3326], [7363, 7592], [7788, 8405], [10917, 11499], [11596, 11756], [12449, 13571], [13726, 13875], [15488, 15966]]"
QZ.TLG.00.HHZ_2024-01-22T19_30_26.422_2024-01-22T19_34_26.422.mseed,1,"[[4956, 5440], [8088, 8812], [11619, 12097], [12448, 12584], [12873, 13106], [15812, 16306], [19358, 19886]]"
QZ.TLG.00.HHZ_2023-11-07T18_13_49.770_2023-11-07T18_17_49.770.mseed,1,"[[7989, 8087], [12328, 12982], [16230, 16960]]"
QZ.TLG.00.HHZ_2024-01-22T21_02_56.669_2024-01-22T21_06_56.669.mseed,1,"[[2729, 2879], [6726, 7001], [7063, 7450], [9400, 9552], [9861, 10365], [12445, 13102], [15594, 16332]]"
QZ.TLG.00.HHZ_2024-01-23T00_05_28.798_2024-01-23T00_09_28.798.mseed,1,"[[2284, 2913], [5426, 6276], [11414, 12233], [12430, 12870], [15663, 15928], [19657, 20169]]"
QZ.TLG.00.HHZ_2024-01-24T01_57_50.006_2024-01-24T02_01_50.006.mseed,1,"[[10854, 11542], [12470, 13321], [15535, 16106]]"
QZ.TLG.00.HHZ_2023-06-01T15_58_59.878_2023-06-01T16_02_59.878.mseed,1,"[[12377, 13126], [13436, 13919], [16043, 16317], [16424, 17107]]"
QZ.TLG.00.HHZ_2024-01-23T13_45_55.387_2024-01-23T13_49_55.387.mseed,1,"[[1999, 2406], [12425, 13173], [15592, 16433]]"
QZ.TLG.00.HHZ_2024-01-23T13_35_01.214_2024-01-23T13_39_01.214.mseed,1,"[[2682, 3229], [9868, 10462], [12346, 13127], [15604, 16332], [22450, 23046]]"
QZ.TLG.00.HHZ_2024-01-24T00_14_08.541_2024-01-24T00_18_08.541.mseed,1,"[[4571, 5413], [7762, 8469], [12318, 13069], [15520, 16231]]"
QZ.TLG.00.HHZ_2024-01-23T07_17_56.004_2024-01-23T07_21_56.004.mseed,1,"[[2929, 3349], [6037, 6786], [12352, 13062], [15558, 16169]]"
QZ.TLG.00.HHZ_2024-01-23T01_41_53.888_2024-01-23T01_45_53.888.mseed,1,"[[8528, 9028], [11665, 12224], [12463, 13028], [13130, 13259], [15660, 16404]]"
QZ.TLG.00.HHZ_2024-01-23T23_48_43.134_2024-01-23T23_52_43.134.mseed,1,"[[8641, 9423], [11799, 12849], [15592, 16406]]"
QZ.TLG.00.HHZ_2024-01-23T00_11_18.367_2024-01-23T00_15_18.367.mseed,1,"[[1999, 2445], [6680, 7026], [7142, 7538], [9814, 10349], [12374, 13213], [15549, 16394]]"
QZ.TLG.00.HHZ_2024-01-22T18_37_40.592_2024-01-22T18_41_40.592.mseed,1,"[[8964, 9088], [12484, 13279], [15840, 16451]]"
QZ.TLG.00.HHZ_2024-01-23T01_39_01.308_2024-01-23T01_43_01.308.mseed,1,"[[4550, 4684], [12368, 13276], [15663, 16299]]"
QZ.TLG.00.HHZ_2024-01-23T09_45_58.343_2024-01-23T09_49_58.343.mseed,1,"[[4858, 5154], [8099, 8738], [12412, 13108], [15651, 16422]]"
QZ.TLG.00.HHZ_2023-02-02T02_07_05.166_2023-02-02T02_11_05.166.mseed,1,"[[12339, 13078], [16031, 17038]]"
KR.ARLS.00.HHZ_2024-01-22T21_41_58.205_2024-01-22T21_45_58.205.mseed,1,"[[4226, 4713], [4779, 4985], [12129, 13313], [17199, 17666], [17826, 18116]]"
KR.ARLS.00.HHZ_2024-01-23T11_05_58.650_2024-01-23T11_09_58.650.mseed,1,"[[2477, 2717], [4255, 5233], [9191, 10479], [12456, 13804], [13965, 14129], [17507, 18815]]"
KR.ARLS.00.HHZ_2024-01-22T22_55_33.078_2024-01-22T22_59_33.078.mseed,1,"[[4578, 5280], [5403, 5737], [9067, 9524], [9724, 10014], [12242, 13628], [17354, 17613]]"
KR.ARLS.00.HHZ_2023-11-07T18_50_47.120_2023-11-07T18_54_47.120.mseed,1,"[[2531, 2669], [3357, 3566], [10517, 11314], [12261, 13183], [13368, 13510], [16420, 16723], [16908, 17075]]"
KR.ARLS.00.HHZ_2024-01-23T01_17_33.995_2024-01-23T01_21_33.995.mseed,1,"[[11369, 11666], [12359, 13408], [13605, 14036], [14193, 14638], [17544, 18258]]"
KR.ARLS.00.HHZ_2024-02-23T22_57_47.715_2024-02-23T23_01_47.715.mseed,1,"[[12222, 13316], [17413, 17794], [17954, 18264]]"
KR.ARLS.00.HHZ_2024-01-22T21_19_53.940_2024-01-22T21_23_53.940.mseed,1,"[[13023, 13801], [13958, 14234], [17529, 18164], [18587, 18729]]"
KR.ARLS.00.HHZ_2024-01-23T04_20_16.368_2024-01-23T04_24_16.368.mseed,1,"[[12165, 13822], [17601, 17963]]"
KR.ARLS.00.HHZ_2024-01-23T01_39_15.724_2024-01-23T01_43_15.724.mseed,1,"[[12243, 13862], [17278, 17681]]"
KR.ARLS.00.HHZ_2024-01-29T23_29_45.941_2024-01-29T23_33_45.941.mseed,1,"[[6358, 6953], [10996, 11711], [12240, 13821], [17397, 17675]]"
KR.ARLS.00.HHZ_2024-01-23T06_40_01.826_2024-01-23T06_44_01.826.mseed,1,"[[2345, 3212], [7180, 7529], [12199, 13534], [17096, 17211], [17258, 18189]]"
KR.ARLS.00.HHZ_2024-01-30T03_51_27.472_2024-01-30T03_55_27.472.mseed,1,"[[2217, 2354], [6227, 6534], [12245, 13619], [17347, 17755]]"
KR.ARLS.00.HHZ_2024-01-31T19_20_19.632_2024-01-31T19_24_19.632.mseed,1,"[[10077, 10516], [12161, 13731], [17269, 17990]]"
KR.ARLS.00.HHZ_2024-01-23T04_00_15.330_2024-01-23T04_04_15.330.mseed,1,"[[12202, 13499], [17478, 18233]]"
KR.ARLS.00.HHZ_2024-01-30T03_44_00.365_2024-01-30T03_48_00.365.mseed,1,"[[12454, 13541], [17423, 18016]]"
KR.ARLS.00.HHZ_2024-01-22T18_26_13.857_2024-01-22T18_30_13.857.mseed,1,"[[6441, 7470], [11245, 11529], [11606, 11816], [12356, 13813], [13949, 14092], [17202, 17373], [17440, 17736], [20111, 20232]]"
KR.ARLS.00.HHZ_2024-02-26T17_54_50.566_2024-02-26T17_58_50.566.mseed,1,"[[2658, 2777], [12413, 13816], [17732, 17958], [18129, 18696]]"
KR.ARLS.00.HHZ_2024-01-24T21_49_02.610_2024-01-24T21_53_02.610.mseed,1,"[[3741, 3879], [8818, 9003], [12155, 13552], [13735, 13854], [17248, 17758]]"
KR.ARLS.00.HHZ_2024-01-22T18_37_54.928_2024-01-22T18_41_54.928.mseed,1,"[[2581, 3521], [10183, 10353], [13036, 13491], [17276, 17632], [17943, 18130]]"
KR.ARLS.00.HHZ_2024-01-22T21_11_33.330_2024-01-22T21_15_33.330.mseed,1,"[[4814, 5559], [12440, 12637], [12782, 13501], [17360, 17566]]"
KR.ARLS.00.HHZ_2024-01-22T18_41_25.853_2024-01-22T18_45_25.853.mseed,1,"[[12204, 12484], [12838, 13154], [13248, 13614], [17313, 17690], [17779, 17953]]"
KR.ARLS.00.HHZ_2024-02-12T15_51_44.159_2024-02-12T15_55_44.159.mseed,1,"[[12131, 13761], [17368, 17917]]"
