filename,start_time,end_time,label
QZ.TLG.00.HHZ_2024-01-26T10_15_25.745_2024-01-26T10_19_25.745.mseed,2024-01-26T10:17:30.670000,2024-01-26T10:17:36.950000,event
QZ.TLG.00.HHZ_2024-01-26T10_15_25.745_2024-01-26T10_19_25.745.mseed,2024-01-26T10:18:01.770000,2024-01-26T10:18:09.760000,event
QZ.TLG.00.HHZ_2024-01-25T22_36_48.217_2024-01-25T22_40_48.217.mseed,2024-01-25T22:38:52.190000,2024-01-25T22:38:58.020000,event
QZ.TLG.00.HHZ_2024-01-25T22_36_48.217_2024-01-25T22_40_48.217.mseed,2024-01-25T22:39:25.920000,2024-01-25T22:39:33.710000,event
QZ.TLG.00.HHZ_2024-01-25T22_36_48.217_2024-01-25T22_40_48.217.mseed,2024-01-25T22:40:07.980000,2024-01-25T22:40:10.550000,event
QZ.TLG.00.HHZ_2024-01-26T01_53_52.239_2024-01-26T01_57_52.239.mseed,2024-01-26T01:55:56.030000,2024-01-26T01:56:01.950000,event
QZ.TLG.00.HHZ_2024-01-26T01_53_52.239_2024-01-26T01_57_52.239.mseed,2024-01-26T01:56:29.470000,2024-01-26T01:56:36.840000,event
QZ.TLG.00.HHZ_2024-01-26T01_53_52.239_2024-01-26T01_57_52.239.mseed,2024-01-26T01:57:12.380000,2024-01-26T01:57:18.270000,event
QZ.TLG.00.HHZ_2024-02-03T08_35_07.216_2024-02-03T08_39_07.216.mseed,2024-02-03T08:37:10.890000,2024-02-03T08:37:17.900000,event
QZ.TLG.00.HHZ_2024-02-03T08_35_07.216_2024-02-03T08_39_07.216.mseed,2024-02-03T08:37:42.020000,2024-02-03T08:37:44.940000,event
QZ.TLG.00.HHZ_2024-02-23T04_07_12.868_2024-02-23T04_11_12.868.mseed,2024-02-23T04:09:16.580000,2024-02-23T04:09:23.450000,event
QZ.TLG.00.HHZ_2024-02-23T04_07_12.868_2024-02-23T04_11_12.868.mseed,2024-02-23T04:09:46.990000,2024-02-23T04:09:55.040000,event
QZ.TLG.00.HHZ_2024-01-26T10_35_25.226_2024-01-26T10_39_25.226.mseed,2024-01-26T10:37:30.630000,2024-01-26T10:37:38.980000,event
QZ.TLG.00.HHZ_2024-01-26T10_35_25.226_2024-01-26T10_39_25.226.mseed,2024-01-26T10:38:02.860000,2024-01-26T10:38:07.890000,event
QZ.TLG.00.HHZ_2024-01-26T10_35_25.226_2024-01-26T10_39_25.226.mseed,2024-01-26T10:38:41.370000,2024-01-26T10:38:42.750000,event
QZ.TLG.00.HHZ_2024-01-29T01_50_18.577_2024-01-29T01_54_18.577.mseed,2024-01-29T01:52:54.900000,2024-01-29T01:52:56.700000,event
QZ.TLG.00.HHZ_2024-01-29T04_03_59.771_2024-01-29T04_07_59.771.mseed,2024-01-29T04:06:04.260000,2024-01-29T04:06:13.530000,event
QZ.TLG.00.HHZ_2024-01-29T04_03_59.771_2024-01-29T04_07_59.771.mseed,2024-01-29T04:06:37.700000,2024-01-29T04:06:43.780000,event
QZ.TLG.00.HHZ_2024-01-29T04_03_59.771_2024-01-29T04_07_59.771.mseed,2024-01-29T04:07:19.640000,2024-01-29T04:07:21.810000,event
QZ.TLG.00.HHZ_2024-02-26T14_19_04.665_2024-02-26T14_23_04.665.mseed,2024-02-26T14:21:08.790000,2024-02-26T14:21:14.310000,event
QZ.TLG.00.HHZ_2024-02-26T14_19_04.665_2024-02-26T14_23_04.665.mseed,2024-02-26T14:21:39.350000,2024-02-26T14:21:47.420000,event
QZ.TLG.00.HHZ_2024-01-26T02_24_43.752_2024-01-26T02_28_43.752.mseed,2024-01-26T02:26:47.330000,2024-01-26T02:26:51.740000,event
QZ.TLG.00.HHZ_2024-01-26T02_24_43.752_2024-01-26T02_28_43.752.mseed,2024-01-26T02:27:18.200000,2024-01-26T02:27:26.920000,event
QZ.TLG.00.HHZ_2024-01-27T00_35_59.943_2024-01-27T00_39_59.943.mseed,2024-01-27T00:38:03.690000,2024-01-27T00:38:08.560000,event
QZ.TLG.00.HHZ_2024-01-27T00_35_59.943_2024-01-27T00_39_59.943.mseed,2024-01-27T00:38:36.690000,2024-01-27T00:38:41.370000,event
QZ.TLG.00.HHZ_2024-02-03T13_43_16.678_2024-02-03T13_47_16.678.mseed,2024-02-03T13:45:05.910000,2024-02-03T13:45:08.350000,event
QZ.TLG.00.HHZ_2024-02-03T13_43_16.678_2024-02-03T13_47_16.678.mseed,2024-02-03T13:45:20.220000,2024-02-03T13:45:25.420000,event
QZ.TLG.00.HHZ_2024-02-03T13_43_16.678_2024-02-03T13_47_16.678.mseed,2024-02-03T13:45:53.230000,2024-02-03T13:45:58.690000,event
QZ.TLG.00.HHZ_2024-02-03T13_43_16.678_2024-02-03T13_47_16.678.mseed,2024-02-03T13:46:36.480000,2024-02-03T13:46:38.970000,event
QZ.TLG.00.HHZ_2024-02-03T13_43_16.678_2024-02-03T13_47_16.678.mseed,2024-02-03T13:47:00.190000,2024-02-03T13:47:03.630000,event
QZ.TLG.00.HHZ_2024-01-26T11_39_23.252_2024-01-26T11_43_23.252.mseed,2024-01-26T11:41:27.360000,2024-01-26T11:41:34.110000,event
QZ.TLG.00.HHZ_2024-01-26T11_39_23.252_2024-01-26T11_43_23.252.mseed,2024-01-26T11:42:00.290000,2024-01-26T11:42:05.440000,event
QZ.TLG.00.HHZ_2024-01-26T00_16_10.107_2024-01-26T00_20_10.107.mseed,2024-01-26T00:18:13.820000,2024-01-26T00:18:21.610000,event
QZ.TLG.00.HHZ_2024-01-26T00_16_10.107_2024-01-26T00_20_10.107.mseed,2024-01-26T00:18:47.510000,2024-01-26T00:18:52.880000,event
QZ.TLG.00.HHZ_2024-01-26T00_16_10.107_2024-01-26T00_20_10.107.mseed,2024-01-26T00:19:29.630000,2024-01-26T00:19:30.740000,event
QZ.TLG.00.HHZ_2024-01-30T03_43_47.009_2024-01-30T03_47_47.009.mseed,2024-01-30T03:46:26.410000,2024-01-30T03:46:30.220000,event
QZ.TLG.00.HHZ_2024-02-12T15_51_28.726_2024-02-12T15_55_28.726.mseed,2024-02-12T15:53:32.210000,2024-02-12T15:53:39.900000,event
QZ.TLG.00.HHZ_2024-02-12T15_51_28.726_2024-02-12T15_55_28.726.mseed,2024-02-12T15:54:02.280000,2024-02-12T15:54:10.320000,event
QZ.TLG.00.HHZ_2024-01-24T18_43_54.186_2024-01-24T18_47_54.186.mseed,2024-01-24T18:45:57.260000,2024-01-24T18:46:05.780000,event
QZ.TLG.00.HHZ_2024-01-24T18_43_54.186_2024-01-24T18_47_54.186.mseed,2024-01-24T18:46:27.210000,2024-01-24T18:46:33.090000,event
QZ.TLG.00.HHZ_2024-01-24T18_43_54.186_2024-01-24T18_47_54.186.mseed,2024-01-24T18:47:54.150000,2024-01-24T18:47:54.180000,event
QZ.TLG.00.HHZ_2024-02-15T03_51_17.718_2024-02-15T03_55_17.718.mseed,2024-02-15T03:53:21.630000,2024-02-15T03:53:32.140000,event
QZ.TLG.00.HHZ_2024-02-15T03_51_17.718_2024-02-15T03_55_17.718.mseed,2024-02-15T03:53:52,2024-02-15T03:53:57.360000,event
QZ.TLG.00.HHZ_2024-02-06T01_48_07.412_2024-02-06T01_52_07.412.mseed,2024-02-06T01:50:45.430000,2024-02-06T01:50:51.310000,event
QZ.TLG.00.HHZ_2024-02-26T17_44_41.446_2024-02-26T17_48_41.446.mseed,2024-02-26T17:46:46.400000,2024-02-26T17:46:52,event
QZ.TLG.00.HHZ_2024-02-26T17_44_41.446_2024-02-26T17_48_41.446.mseed,2024-02-26T17:47:18.710000,2024-02-26T17:47:23.410000,event
QZ.TLG.00.HHZ_2024-02-26T17_44_41.446_2024-02-26T17_48_41.446.mseed,2024-02-26T17:47:57.330000,2024-02-26T17:47:59.080000,event
QZ.TLG.00.HHZ_2024-01-27T09_01_41.904_2024-01-27T09_05_41.904.mseed,2024-01-27T09:03:45.920000,2024-01-27T09:03:53.510000,event
QZ.TLG.00.HHZ_2024-01-27T09_01_41.904_2024-01-27T09_05_41.904.mseed,2024-01-27T09:04:16.880000,2024-01-27T09:04:22.070000,event
QZ.TLG.00.HHZ_2024-01-28T09_50_53.378_2024-01-28T09_54_53.378.mseed,2024-01-28T09:52:57.910000,2024-01-28T09:53:06.400000,event
QZ.TLG.00.HHZ_2024-01-28T09_50_53.378_2024-01-28T09_54_53.378.mseed,2024-01-28T09:53:29.570000,2024-01-28T09:53:39.380000,event
QZ.TLG.00.HHZ_2024-01-28T09_50_53.378_2024-01-28T09_54_53.378.mseed,2024-01-28T09:54:12.910000,2024-01-28T09:54:14.710000,event
QZ.TLG.00.HHZ_2024-01-30T03_51_14.154_2024-01-30T03_55_14.154.mseed,2024-01-30T03:53:18.330000,2024-01-30T03:53:24.450000,event
QZ.TLG.00.HHZ_2024-01-30T03_51_14.154_2024-01-30T03_55_14.154.mseed,2024-01-30T03:53:52.320000,2024-01-30T03:53:59.790000,event
QZ.TLG.00.HHZ_2024-01-30T03_51_14.154_2024-01-30T03_55_14.154.mseed,2024-01-30T03:54:34.250000,2024-01-30T03:54:36.020000,event
QZ.TLG.00.HHZ_2024-01-24T14_59_58.719_2024-01-24T15_03_58.719.mseed,2024-01-24T15:02:02.770000,2024-01-24T15:02:07.360000,event
QZ.TLG.00.HHZ_2024-01-24T14_59_58.719_2024-01-24T15_03_58.719.mseed,2024-01-24T15:02:33.650000,2024-01-24T15:02:39.950000,event
QZ.TLG.00.HHZ_2024-01-30T01_43_36.136_2024-01-30T01_47_36.136.mseed,2024-01-30T01:44:12.400000,2024-01-30T01:44:14.150000,event
QZ.TLG.00.HHZ_2024-01-30T01_43_36.136_2024-01-30T01_47_36.136.mseed,2024-01-30T01:45:28.980000,2024-01-30T01:45:31.200000,event
QZ.TLG.00.HHZ_2024-01-30T01_43_36.136_2024-01-30T01_47_36.136.mseed,2024-01-30T01:45:40.110000,2024-01-30T01:45:47.220000,event
QZ.TLG.00.HHZ_2024-01-30T01_43_36.136_2024-01-30T01_47_36.136.mseed,2024-01-30T01:46:12.840000,2024-01-30T01:46:18.260000,event
QZ.TLG.00.HHZ_2024-01-30T01_43_36.136_2024-01-30T01_47_36.136.mseed,2024-01-30T01:46:56.570000,2024-01-30T01:46:57.650000,event
QZ.TLG.00.HHZ_2024-01-30T01_43_36.136_2024-01-30T01_47_36.136.mseed,2024-01-30T01:47:23.250000,2024-01-30T01:47:24.600000,event
QZ.TLG.00.HHZ_2024-01-24T19_32_00.401_2024-01-24T19_36_00.401.mseed,2024-01-24T19:34:04.370000,2024-01-24T19:34:12.560000,event
QZ.TLG.00.HHZ_2024-01-24T19_32_00.401_2024-01-24T19_36_00.401.mseed,2024-01-24T19:34:36.870000,2024-01-24T19:34:43.840000,event
QZ.TLG.00.HHZ_2024-01-24T19_32_00.401_2024-01-24T19_36_00.401.mseed,2024-01-24T19:35:19.970000,2024-01-24T19:35:21.380000,event
QZ.TLG.00.HHZ_2024-02-03T18_01_09.216_2024-02-03T18_05_09.216.mseed,2024-02-03T18:03:12.800000,2024-02-03T18:03:19.370000,event
QZ.TLG.00.HHZ_2024-02-03T18_01_09.216_2024-02-03T18_05_09.216.mseed,2024-02-03T18:03:44.880000,2024-02-03T18:03:53.060000,event
QZ.TLG.00.HHZ_2024-02-03T18_01_09.216_2024-02-03T18_05_09.216.mseed,2024-02-03T18:04:52.200000,2024-02-03T18:04:54.080000,event
QZ.TLG.00.HHZ_2024-02-23T10_31_44.691_2024-02-23T10_35_44.691.mseed,2024-02-23T10:33:48.740000,2024-02-23T10:33:53.810000,event
QZ.TLG.00.HHZ_2024-02-23T10_31_44.691_2024-02-23T10_35_44.691.mseed,2024-02-23T10:34:19.190000,2024-02-23T10:34:25.780000,event
QZ.TLG.00.HHZ_2024-02-23T22_57_35.550_2024-02-23T23_01_35.550.mseed,2024-02-23T22:59:38.700000,2024-02-23T22:59:45.730000,event
QZ.TLG.00.HHZ_2024-02-23T22_57_35.550_2024-02-23T23_01_35.550.mseed,2024-02-23T23:00:11.310000,2024-02-23T23:00:14.560000,event
QZ.TLG.00.HHZ_2024-02-07T08_54_08.126_2024-02-07T08_58_08.126.mseed,2024-02-07T08:56:12.260000,2024-02-07T08:56:22.710000,event
QZ.TLG.00.HHZ_2024-02-07T08_54_08.126_2024-02-07T08_58_08.126.mseed,2024-02-07T08:56:43.570000,2024-02-07T08:56:50.100000,event
QZ.TLG.00.HHZ_2024-02-25T04_13_37.400_2024-02-25T04_17_37.400.mseed,2024-02-25T04:15:40.750000,2024-02-25T04:15:48.630000,event
QZ.TLG.00.HHZ_2024-02-25T04_13_37.400_2024-02-25T04_17_37.400.mseed,2024-02-25T04:16:12.380000,2024-02-25T04:16:18.080000,event
QZ.TLG.00.HHZ_2024-01-25T01_42_28.151_2024-01-25T01_46_28.151.mseed,2024-01-25T01:44:31.660000,2024-01-25T01:44:35.140000,event
QZ.TLG.00.HHZ_2024-01-25T01_42_28.151_2024-01-25T01_46_28.151.mseed,2024-01-25T01:45:03.730000,2024-01-25T01:45:09.610000,event
QZ.TLG.00.HHZ_2024-01-24T04_57_05.594_2024-01-24T05_01_05.594.mseed,2024-01-24T04:59:42.440000,2024-01-24T04:59:48.100000,event
QZ.TLG.00.HHZ_2024-02-26T01_27_28.427_2024-02-26T01_31_28.427.mseed,2024-02-26T01:29:32.760000,2024-02-26T01:29:40.010000,event
QZ.TLG.00.HHZ_2024-02-26T01_27_28.427_2024-02-26T01_31_28.427.mseed,2024-02-26T01:30:04.180000,2024-02-26T01:30:09.820000,event
QZ.TLG.00.HHZ_2024-01-25T01_12_15.386_2024-01-25T01_16_15.386.mseed,2024-01-25T01:14:17.890000,2024-01-25T01:14:25.220000,event
QZ.TLG.00.HHZ_2024-01-25T01_12_15.386_2024-01-25T01_16_15.386.mseed,2024-01-25T01:14:50.030000,2024-01-25T01:15:00.310000,event
QZ.TLG.00.HHZ_2024-01-24T16_18_52.022_2024-01-24T16_22_52.022.mseed,2024-01-24T16:20:56.280000,2024-01-24T16:21:04.780000,event
QZ.TLG.00.HHZ_2024-01-24T16_18_52.022_2024-01-24T16_22_52.022.mseed,2024-01-24T16:21:28.630000,2024-01-24T16:21:35.560000,event
QZ.TLG.00.HHZ_2024-01-24T20_03_41.827_2024-01-24T20_07_41.827.mseed,2024-01-24T20:05:46.010000,2024-01-24T20:05:51.360000,event
QZ.TLG.00.HHZ_2024-01-24T20_03_41.827_2024-01-24T20_07_41.827.mseed,2024-01-24T20:06:19.140000,2024-01-24T20:06:25.200000,event
QZ.TLG.00.HHZ_2024-01-24T20_03_41.827_2024-01-24T20_07_41.827.mseed,2024-01-24T20:06:51.930000,2024-01-24T20:06:53.320000,event
QZ.TLG.00.HHZ_2024-01-26T12_04_15.366_2024-01-26T12_08_15.366.mseed,2024-01-26T12:06:20.640000,2024-01-26T12:06:31.830000,event
QZ.TLG.00.HHZ_2024-01-26T12_04_15.366_2024-01-26T12_08_15.366.mseed,2024-01-26T12:06:51.580000,2024-01-26T12:06:56.870000,event
QZ.TLG.00.HHZ_2024-01-24T17_47_46.144_2024-01-24T17_51_46.144.mseed,2024-01-24T17:49:50.780000,2024-01-24T17:49:57.080000,event
QZ.TLG.00.HHZ_2024-01-24T17_47_46.144_2024-01-24T17_51_46.144.mseed,2024-01-24T17:50:24.800000,2024-01-24T17:50:31.040000,event
QZ.TLG.00.HHZ_2024-02-03T16_33_25.400_2024-02-03T16_37_25.400.mseed,2024-02-03T16:34:39.150000,2024-02-03T16:34:41.520000,event
QZ.TLG.00.HHZ_2024-02-03T16_33_25.400_2024-02-03T16_37_25.400.mseed,2024-02-03T16:35:29,2024-02-03T16:35:37.510000,event
QZ.TLG.00.HHZ_2024-02-03T16_33_25.400_2024-02-03T16_37_25.400.mseed,2024-02-03T16:36:00.830000,2024-02-03T16:36:07.330000,event
QZ.TLG.00.HHZ_2024-02-03T16_33_25.400_2024-02-03T16_37_25.400.mseed,2024-02-03T16:36:40.770000,2024-02-03T16:36:42.300000,event
QZ.TLG.00.HHZ_2024-02-03T16_33_25.400_2024-02-03T16_37_25.400.mseed,2024-02-03T16:36:43.710000,2024-02-03T16:36:46.830000,event
QZ.TLG.00.HHZ_2024-02-26T17_54_36.610_2024-02-26T17_58_36.610.mseed,2024-02-26T17:56:42.130000,2024-02-26T17:56:49.110000,event
QZ.TLG.00.HHZ_2024-02-26T17_54_36.610_2024-02-26T17_58_36.610.mseed,2024-02-26T17:57:14.470000,2024-02-26T17:57:20.580000,event
QZ.TLG.00.HHZ_2024-02-26T17_54_36.610_2024-02-26T17_58_36.610.mseed,2024-02-26T17:57:52.970000,2024-02-26T17:57:54.320000,event
QZ.TLG.00.HHZ_2024-02-26T17_54_36.610_2024-02-26T17_58_36.610.mseed,2024-02-26T17:58:10.840000,2024-02-26T17:58:12.890000,event
QZ.TLG.00.HHZ_2024-01-29T22_26_19.994_2024-01-29T22_30_19.994.mseed,2024-01-29T22:26:36.930000,2024-01-29T22:26:39.120000,event
QZ.TLG.00.HHZ_2024-01-29T22_26_19.994_2024-01-29T22_30_19.994.mseed,2024-01-29T22:28:23.860000,2024-01-29T22:28:29.560000,event
QZ.TLG.00.HHZ_2024-01-29T22_26_19.994_2024-01-29T22_30_19.994.mseed,2024-01-29T22:28:58.640000,2024-01-29T22:29:06.120000,event
QZ.TLG.00.HHZ_2024-01-29T22_26_19.994_2024-01-29T22_30_19.994.mseed,2024-01-29T22:29:51.570000,2024-01-29T22:29:55.100000,event
QZ.TLG.00.HHZ_2024-02-11T04_55_50.206_2024-02-11T04_59_50.206.mseed,2024-02-11T04:57:53.950000,2024-02-11T04:57:59.950000,event
QZ.TLG.00.HHZ_2024-02-11T04_55_50.206_2024-02-11T04_59_50.206.mseed,2024-02-11T04:58:26.060000,2024-02-11T04:58:32.960000,event
QZ.TLG.00.HHZ_2024-01-26T01_13_11.969_2024-01-26T01_17_11.969.mseed,2024-01-26T01:15:16.590000,2024-01-26T01:15:23.390000,event
QZ.TLG.00.HHZ_2024-01-26T01_13_11.969_2024-01-26T01_17_11.969.mseed,2024-01-26T01:15:49.910000,2024-01-26T01:15:57.110000,event
QZ.TLG.00.HHZ_2024-01-24T22_20_28.350_2024-01-24T22_24_28.350.mseed,2024-01-24T22:22:31.320000,2024-01-24T22:22:37.600000,event
QZ.TLG.00.HHZ_2024-01-24T22_20_28.350_2024-01-24T22_24_28.350.mseed,2024-01-24T22:23:04.870000,2024-01-24T22:23:13.410000,event
QZ.TLG.00.HHZ_2024-01-24T22_20_28.350_2024-01-24T22_24_28.350.mseed,2024-01-24T22:24:16.770000,2024-01-24T22:24:19.660000,event
QZ.TLG.00.HHZ_2024-02-04T01_17_37.006_2024-02-04T01_21_37.006.mseed,2024-02-04T01:19:30.300000,2024-02-04T01:19:33.190000,event
QZ.TLG.00.HHZ_2024-02-04T01_17_37.006_2024-02-04T01_21_37.006.mseed,2024-02-04T01:19:40.120000,2024-02-04T01:19:47.150000,event
QZ.TLG.00.HHZ_2024-02-04T01_17_37.006_2024-02-04T01_21_37.006.mseed,2024-02-04T01:20:12.650000,2024-02-04T01:20:19.340000,event
QZ.TLG.00.HHZ_2024-02-04T01_17_37.006_2024-02-04T01_21_37.006.mseed,2024-02-04T01:21:19.950000,2024-02-04T01:21:24.670000,event
QZ.TLG.00.HHZ_2024-02-28T01_16_26.382_2024-02-28T01_20_26.382.mseed,2024-02-28T01:19:00.400000,2024-02-28T01:19:05.750000,event
QZ.TLG.00.HHZ_2024-01-24T02_15_10.798_2024-01-24T02_19_10.798.mseed,2024-01-24T02:17:15,2024-01-24T02:17:19.630000,event
QZ.TLG.00.HHZ_2024-01-24T02_15_10.798_2024-01-24T02_19_10.798.mseed,2024-01-24T02:17:47.830000,2024-01-24T02:17:54.100000,event
QZ.TLG.00.HHZ_2024-01-24T02_15_10.798_2024-01-24T02_19_10.798.mseed,2024-01-24T02:18:30.940000,2024-01-24T02:18:32.120000,event
QZ.TLG.00.HHZ_2024-01-23T19_38_52.620_2024-01-23T19_42_52.620.mseed,2024-01-23T19:39:28.280000,2024-01-23T19:39:35.150000,event
QZ.TLG.00.HHZ_2024-01-23T19_38_52.620_2024-01-23T19_42_52.620.mseed,2024-01-23T19:40:00.870000,2024-01-23T19:40:05.740000,event
QZ.TLG.00.HHZ_2024-01-23T19_38_52.620_2024-01-23T19_42_52.620.mseed,2024-01-23T19:40:56.740000,2024-01-23T19:41:04.020000,event
QZ.TLG.00.HHZ_2024-01-23T19_38_52.620_2024-01-23T19_42_52.620.mseed,2024-01-23T19:41:27.430000,2024-01-23T19:41:35.430000,event
QZ.TLG.00.HHZ_2024-01-23T23_53_16.846_2024-01-23T23_57_16.846.mseed,2024-01-23T23:55:20.390000,2024-01-23T23:55:29.460000,event
QZ.TLG.00.HHZ_2024-01-23T23_53_16.846_2024-01-23T23_57_16.846.mseed,2024-01-23T23:55:54.090000,2024-01-23T23:55:56.040000,event
QZ.TLG.00.HHZ_2024-01-23T23_53_16.846_2024-01-23T23_57_16.846.mseed,2024-01-23T23:56:35.660000,2024-01-23T23:56:37.420000,event
QZ.TLG.00.HHZ_2024-01-23T02_10_01.255_2024-01-23T02_14_01.255.mseed,2024-01-23T02:12:06,2024-01-23T02:12:15.040000,event
QZ.TLG.00.HHZ_2024-01-23T02_10_01.255_2024-01-23T02_14_01.255.mseed,2024-01-23T02:12:37.190000,2024-01-23T02:12:45.440000,event
QZ.TLG.00.HHZ_2023-04-11T17_06_48.139_2023-04-11T17_10_48.139.mseed,2023-04-11T17:08:48.430000,2023-04-11T17:09:03.470000,event
QZ.TLG.00.HHZ_2023-04-11T17_06_48.139_2023-04-11T17_10_48.139.mseed,2023-04-11T17:09:05.810000,2023-04-11T17:09:13.220000,event
QZ.TLG.00.HHZ_2024-01-22T20_47_12.541_2024-01-22T20_51_12.541.mseed,2024-01-22T20:48:01.160000,2024-01-22T20:48:04.210000,event
QZ.TLG.00.HHZ_2024-01-22T20_47_12.541_2024-01-22T20_51_12.541.mseed,2024-01-22T20:48:20.050000,2024-01-22T20:48:22.360000,event
QZ.TLG.00.HHZ_2024-01-22T20_47_12.541_2024-01-22T20_51_12.541.mseed,2024-01-22T20:48:51.740000,2024-01-22T20:48:58.140000,event
QZ.TLG.00.HHZ_2024-01-22T20_47_12.541_2024-01-22T20_51_12.541.mseed,2024-01-22T20:49:17.300000,2024-01-22T20:49:25.270000,event
QZ.TLG.00.HHZ_2024-01-22T20_47_12.541_2024-01-22T20_51_12.541.mseed,2024-01-22T20:49:49.440000,2024-01-22T20:49:57.930000,event
QZ.TLG.00.HHZ_2024-01-22T20_47_12.541_2024-01-22T20_51_12.541.mseed,2024-01-22T20:50:23.310000,2024-01-22T20:50:24.930000,event
QZ.TLG.00.HHZ_2024-01-22T20_47_12.541_2024-01-22T20_51_12.541.mseed,2024-01-22T20:50:41.580000,2024-01-22T20:50:44,event
QZ.TLG.00.HHZ_2024-01-22T20_47_12.541_2024-01-22T20_51_12.541.mseed,2024-01-22T20:50:52.610000,2024-01-22T20:50:58.370000,event
QZ.TLG.00.HHZ_2024-01-22T20_47_12.541_2024-01-22T20_51_12.541.mseed,2024-01-22T20:51:06.680000,2024-01-22T20:51:12.540000,event
QZ.TLG.00.HHZ_2024-01-23T04_19_59.982_2024-01-23T04_23_59.982.mseed,2024-01-23T04:22:37.580000,2024-01-23T04:22:41.580000,event
QZ.TLG.00.HHZ_2024-01-22T20_55_50.597_2024-01-22T20_59_50.597.mseed,2024-01-22T20:56:50.630000,2024-01-22T20:56:54.130000,event
QZ.TLG.00.HHZ_2024-01-22T20_55_50.597_2024-01-22T20_59_50.597.mseed,2024-01-22T20:57:20.240000,2024-01-22T20:57:26.620000,event
QZ.TLG.00.HHZ_2024-01-22T20_55_50.597_2024-01-22T20_59_50.597.mseed,2024-01-22T20:57:35.840000,2024-01-22T20:57:43.410000,event
QZ.TLG.00.HHZ_2024-01-22T20_55_50.597_2024-01-22T20_59_50.597.mseed,2024-01-22T20:57:53.040000,2024-01-22T20:57:59.500000,event
QZ.TLG.00.HHZ_2024-01-22T20_55_50.597_2024-01-22T20_59_50.597.mseed,2024-01-22T20:58:27.710000,2024-01-22T20:58:36.010000,event
QZ.TLG.00.HHZ_2024-01-22T21_24_21.300_2024-01-22T21_28_21.300.mseed,2024-01-22T21:24:41.810000,2024-01-22T21:24:45.240000,event
QZ.TLG.00.HHZ_2024-01-22T21_24_21.300_2024-01-22T21_28_21.300.mseed,2024-01-22T21:25:00.600000,2024-01-22T21:25:07.330000,event
QZ.TLG.00.HHZ_2024-01-22T21_24_21.300_2024-01-22T21_28_21.300.mseed,2024-01-22T21:25:24.410000,2024-01-22T21:25:27.800000,event
QZ.TLG.00.HHZ_2024-01-22T21_24_21.300_2024-01-22T21_28_21.300.mseed,2024-01-22T21:25:39.290000,2024-01-22T21:25:47.440000,event
QZ.TLG.00.HHZ_2024-01-22T21_24_21.300_2024-01-22T21_28_21.300.mseed,2024-01-22T21:25:57.540000,2024-01-22T21:25:59.640000,event
QZ.TLG.00.HHZ_2024-01-22T21_24_21.300_2024-01-22T21_28_21.300.mseed,2024-01-22T21:26:59.090000,2024-01-22T21:27:09.220000,event
QZ.TLG.00.HHZ_2024-01-24T02_52_42.490_2024-01-24T02_56_42.490.mseed,2024-01-24T02:54:46.860000,2024-01-24T02:54:52.580000,event
QZ.TLG.00.HHZ_2024-01-24T02_52_42.490_2024-01-24T02_56_42.490.mseed,2024-01-24T02:55:19.550000,2024-01-24T02:55:27.790000,event
QZ.TLG.00.HHZ_2024-01-22T21_19_41.472_2024-01-22T21_23_41.472.mseed,2024-01-22T21:20:12.830000,2024-01-22T21:20:14.330000,event
QZ.TLG.00.HHZ_2024-01-22T21_19_41.472_2024-01-22T21_23_41.472.mseed,2024-01-22T21:20:15.260000,2024-01-22T21:20:16.380000,event
QZ.TLG.00.HHZ_2024-01-22T21_19_41.472_2024-01-22T21_23_41.472.mseed,2024-01-22T21:20:17.560000,2024-01-22T21:20:18.810000,event
QZ.TLG.00.HHZ_2024-01-22T21_19_41.472_2024-01-22T21_23_41.472.mseed,2024-01-22T21:20:44.260000,2024-01-22T21:20:52.420000,event
QZ.TLG.00.HHZ_2024-01-22T21_19_41.472_2024-01-22T21_23_41.472.mseed,2024-01-22T21:21:12.050000,2024-01-22T21:21:18.940000,event
QZ.TLG.00.HHZ_2024-01-22T21_19_41.472_2024-01-22T21_23_41.472.mseed,2024-01-22T21:21:37.800000,2024-01-22T21:21:41.820000,event
QZ.TLG.00.HHZ_2024-01-22T21_19_41.472_2024-01-22T21_23_41.472.mseed,2024-01-22T21:22:17.500000,2024-01-22T21:22:25,event
QZ.TLG.00.HHZ_2024-01-22T21_19_41.472_2024-01-22T21_23_41.472.mseed,2024-01-22T21:23:00.940000,2024-01-22T21:23:03.840000,event
QZ.TLG.00.HHZ_2024-01-22T21_19_41.472_2024-01-22T21_23_41.472.mseed,2024-01-22T21:23:25.490000,2024-01-22T21:23:29.850000,event
QZ.TLG.00.HHZ_2024-01-22T19_15_47.933_2024-01-22T19_19_47.933.mseed,2024-01-22T19:16:29.970000,2024-01-22T19:16:33.870000,event
QZ.TLG.00.HHZ_2024-01-22T19_15_47.933_2024-01-22T19_19_47.933.mseed,2024-01-22T19:17:53.290000,2024-01-22T19:17:58.260000,event
QZ.TLG.00.HHZ_2024-01-22T19_15_47.933_2024-01-22T19_19_47.933.mseed,2024-01-22T19:18:58.640000,2024-01-22T19:19:03.160000,event
QZ.TLG.00.HHZ_2024-01-22T19_15_47.933_2024-01-22T19_19_47.933.mseed,2024-01-22T19:19:19.890000,2024-01-22T19:19:24.370000,event
